Event,White,Black,Result,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,TimeControl,Termination,AN
 Classical ,ndalatando,laburle,0-1,1620,1998,-2.0,3.0,B01,600+2,Normal,1. e4 d5 2. exd5 Qxd5 3. Nf3 c6 4. Nc3 Qd8 5. Qe2 Bg4 6. h3 Bxf3 7. Qxf3 e6 8. Ne4 Be7 9. d3 Nf6 10. Be3 Nbd7 11. Nc3 Nd5 12. Nxd5 cxd5 13. Bd4 Bf6 14. Be3 Bxb2 15. Rb1 Bc3+ 16. Bd2 Bxd2+ 17. Kxd2 b6 18. d4 Qf6 19. Qg3 O-O 20. c3 Qh6+ 21. Kd1 Nf6 22. Be2 Ne4 23. Qf3 Qd2# 0-1
 Classical ,sarpermete,gambatron,1-0,1609,1916,20.0,-20.0,C50,900+10,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d3 O-O 6. Bg5 h6 7. Bh4 d6 8. Nc3 Bd4 9. h3 Bxc3 10. bxc3 Be6 11. Bb3 d5 12. exd5 Bxd5 13. c4 Be6 14. Re1 a6 15. Nxe5 Nxe5 16. Rxe5 Qd4 17. Bxf6 gxf6 18. Re4 Qd6 19. Qh5 Kh7 20. Rh4 Bf5 21. Qxf5+ Kg8 22. Rxh6 Rfe8 23. Qg4+ Kf8 24. Rh8+ Ke7 25. Re1+ Qe6 26. Rxe6+ fxe6 27. Qg7+ Kd6 28. Rxe8 Rxe8 29. Qxf6 Re7 30. Qf4+ e5 31. Qf6+ Re6 32. Qf8+ Re7 33. c5+ Kd7 34. Ba4+ c6 35. h4 Re8 36. Qf5+ Re6 37. h5 Ke7 38. g4 Rf6 39. Qh7+ Ke6 40. Bb3# 1-0
 Classical ,Siem7,Slavic98,0-1,1615,1954,-2.0,3.0,C58,300+5,Time forfeit,1. e4 { [%eval 0.11] } 1... e5 { [%eval 0.29] } 2. Nf3 { [%eval 0.25] } 2... Nc6 { [%eval 0.33] } 3. Bc4 { [%eval 0.17] } 3... Nf6 { [%eval 0.1] } 4. Ng5 { [%eval 0.04] } 4... d5 { [%eval 0.25] } 5. exd5 { [%eval 0.24] } 5... Na5 { [%eval 0.29] } 6. Bb5+ { [%eval 0.18] } 6... c6 { [%eval 0.14] } 7. dxc6 { [%eval 0.13] } 7... bxc6 { [%eval 0.25] } 8. Ba4 { [%eval -0.1] } 8... Ng4? { [%eval 1.01] } 9. d3 { [%eval 0.62] } 9... Qd4? { [%eval 1.92] } 10. Bxc6+?? { [%eval -1.96] } 10... Nxc6 { [%eval -1.92] } 11. O-O { [%eval -1.79] } 11... Bd6?! { [%eval -0.89] } 12. Qf3 { [%eval -0.81] } 12... O-O? { [%eval 1.37] } 13. Qxc6 { [%eval 1.48] } 13... e4 { [%eval 1.75] } 14. h3? { [%eval 0.15] } 14... Nh2?? { [%eval 3.76] } 15. Re1 { [%eval 3.65] } 15... Nf3+? { [%eval 5.62] } 16. gxf3? { [%eval 3.96] } 16... Bg3? { [%eval 5.74] } 0-1
 Classical ,danielavB,alex1971,1-0,1620,1816,16.0,-16.0,D06,540+0,Normal,1. d4 { [%eval 0.23] } 1... d5 { [%eval 0.16] } 2. c4 { [%eval 0.17] } 2... Nf6 { [%eval 0.27] } 3. cxd5 { [%eval 0.21] } 3... Nxd5?! { [%eval 0.81] } 4. e4 { [%eval 0.36] } 4... Nb6 { [%eval 0.6] } 5. Nf3 { [%eval 0.55] } 5... Bg4 { [%eval 0.59] } 6. h3?! { [%eval -0.11] } 6... Bh5?! { [%eval 0.71] } 7. Nc3 { [%eval 0.83] } 7... a6 { [%eval 0.94] } 8. Be2 { [%eval 0.7] } 8... e6 { [%eval 0.74] } 9. O-O { [%eval 0.68] } 9... Be7 { [%eval 0.77] } 10. Be3 { [%eval 0.77] } 10... N8d7 { [%eval 0.84] } 11. Rc1 { [%eval 0.67] } 11... O-O { [%eval 0.64] } 12. d5 { [%eval 0.48] } 12... e5 { [%eval 0.88] } 13. Nxe5? { [%eval -1.07] } 13... Bxe2 { [%eval -1.09] } 14. Nxf7 { [%eval -1.08] } 14... Bxd1 { [%eval -1.03] } 15. Nxd8 { [%eval -1.12] } 15... Raxd8 { [%eval -0.93] } 16. Rfxd1? { [%eval -2.16] } 16... Ne5? { [%eval -0.58] } 17. Bxb6?! { [%eval -1.47] } 17... cxb6 { [%eval -1.49] } 18. Ne2 { [%eval -1.71] } 18... Bg5?! { [%eval -0.75] } 19. Rc3 { [%eval -0.87] } 19... Bf6?! { [%eval -0.24] } 20. Rc2?! { [%eval -1.09] } 20... b5 { [%eval -1.06] } 21. b3 { [%eval -1.13] } 21... Rc8 { [%eval -0.79] } 22. Rdc1?! { [%eval -1.56] } 22... Nd3?? { [%eval 3.15] } 23. Rxc8 { [%eval 2.96] } 23... Nxc1 { [%eval 3.03] } 24. Rxc1 { [%eval 3.07] } 24... Kf7? { [%eval 4.42] } 25. Rc7+ { [%eval 4.38] } 25... Kg6?! { [%eval 4.98] } 26. Rxb7 { [%eval 4.91] } 26... Ra8? { [%eval 6.17] } 27. Nf4+ { [%eval 6.1] } 27... Kg5 { [%eval 5.84] } 28. g3?! { [%eval 5.26] } 28... h5?! { [%eval 6.12] } 29. h4+ { [%eval 5.92] } 29... Kg4?? { [%eval #3] } 30. Kg2 { [%eval #2] } 30... Be5 { [%eval #1] } 31. f3# 1-0
 Classical ,neurilene,NoTengoCama,0-1,1409,1977,-1.0,3.0,C02,180+8,Normal,1. e4 { [%eval 0.13] } 1... e6 { [%eval 0.25] } 2. e5 { [%eval -0.23] } 2... d5 { [%eval 0.03] } 3. d4 { [%eval 0.02] } 3... c5 { [%eval 0.01] } 4. Nc3?! { [%eval -0.49] } 4... Nc6 { [%eval -0.32] } 5. dxc5 { [%eval -0.34] } 5... Bxc5 { [%eval -0.18] } 6. Be3?! { [%eval -1.14] } 6... Bb4?! { [%eval -0.16] } 7. Qf3? { [%eval -1.55] } 7... Bxc3+?! { [%eval -0.86] } 8. bxc3 { [%eval -1.05] } 8... Nge7 { [%eval -0.76] } 9. Nh3?! { [%eval -1.41] } 9... Nf5 { [%eval -1.21] } 10. Ng5?! { [%eval -2.11] } 10... O-O { [%eval -1.63] } 11. Qh5 { [%eval -1.91] } 11... h6 { [%eval -2.06] } 12. Bd3? { [%eval -5.04] } 12... Nxe3 { [%eval -4.96] } 13. fxe3 { [%eval -5.19] } 13... Qxg5 { [%eval -5.11] } 14. Qf3? { [%eval -6.16] } 14... Qxe5 { [%eval -6.09] } 15. O-O { [%eval -6.1] } 15... Qxc3 { [%eval -6.05] } 16. Qh3 { [%eval -6.36] } 16... Ne5 { [%eval -6.41] } 17. Rf4?? { [%eval -13.08] } 17... Qxa1+ { [%eval -12.73] } 18. Bf1 { [%eval -14.2] } 18... Bd7 { [%eval -14.06] } 19. Qh5 { [%eval -14.32] } 19... Rac8 { [%eval -13.88] } 20. h3 { [%eval -20.34] } 20... Rxc2 { [%eval -19.48] } 21. Kh2 { [%eval -22.22] } 21... Rxa2 { [%eval -20.68] } 22. Kg3?! { [%eval #-14] } 22... Qe1+ { [%eval #-13] } 23. Kh2 { [%eval #-13] } 23... Qxe3 { [%eval #-12] } 24. Qh4 { [%eval -103.78] } 24... Ng6 { [%eval -59.19] } 25. Qg3?! { [%eval #-10] } 25... Qxf4 { [%eval #-9] } 26. Qxf4 { [%eval #-7] } 26... Nxf4 { [%eval #-6] } 27. Kg3 { [%eval #-6] } 27... e5 { [%eval #-9] } 0-1
 Classical ,MohamedCook1985,tijocoarriba,0-1,1681,1850,-6.0,6.0,C60,600+3,Normal,1. e4 e5 2. Nf3 Nc6 3. Bb5 Qf6 4. d3 Nd4 5. Bg5 Nxf3+ 6. Qxf3 Qxg5 7. Bc4 Nf6 8. Nc3 c6 9. Ne2 Bb4+ 10. c3 Bc5 11. h4 Qg4 12. Qh3 d6 13. b4 Bb6 14. Qg3 Qxg3 15. Nxg3 Ng4 16. O-O O-O 17. a4 Be6 18. a5 Bd8 19. Bxe6 fxe6 20. f3 Ne3 21. Rf2 Bxh4 22. Kh2 d5 23. Re1 d4 24. cxd4 exd4 25. Kh3 Bxg3 26. Kxg3 e5 27. Rb1 Rf6 28. Kh2 Rh6+ 29. Kg1 Rf8 30. b5 c5 31. Rc1 b6 32. g4 Rhf6 33. axb6 axb6 34. Kh2 Nxg4+ 35. Kg3 Nxf2 36. Kxf2 Rxf3+ 37. Ke2 Rf2+ 38. Kd1 R8f3 39. Ra1 Rxd3+ 40. Ke1 Rh2 41. Ra8+ Kf7 42. Ra7+ Kg6 43. Ra6 Rb3 44. Ra1 Rh1+ 0-1
 Classical ,Lostre,jediandre,0-1,1475,1813,-3.0,3.0,B03,600+8,Time forfeit,1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Bc4 Nb6 5. Bxf7+ Kxf7 6. Nh3 dxe5 7. Qf3+ Ke8 8. dxe5 Bxh3 9. Qxh3 e6 10. Qxe6+ Qe7 11. Qf5 Nc6 12. Bg5 Qxe5+ 13. Qxe5+ Nxe5 14. O-O Bd6 15. Re1 Kd7 16. Nc3 h6 17. Bf4 Rae8 18. Rad1 Nec4 19. Ne4 Kc6 20. Bxd6 Nxd6 21. Nxd6 Rxe1+ 22. Rxe1 cxd6 23. Re3 0-1
 Classical ,maciek1959,Jeoda,0-1,1666,1823,-6.0,6.0,A03,660+3,Normal,1. f4 d5 2. d4 Nf6 3. h3 e6 4. Nf3 Ne4 5. Bd2 Nc6 6. c3 Bd6 7. Be3 Ng3 8. Rg1 h6 9. Kf2 Ne4+ 10. Ke1 Bd7 11. Bf2 Bxf4 12. e3 Bg3 13. Bxg3 Nxg3 14. Nbd2 Nxf1 15. Rxf1 Qe7 16. Qe2 O-O 17. e4 Rae8 18. exd5 exd5 19. Qxe7 Rxe7+ 20. Kf2 Rfe8 21. Rae1 a6 22. Rxe7 Rxe7 23. Re1 Rxe1 24. Nxe1 f6 25. Nef3 Bf5 26. g4 Bd3 27. Kg3 a5 28. h4 g6 29. g5 hxg5 30. hxg5 f5 31. Ne5 Nxe5 32. dxe5 Kf7 33. Kf4 Ke6 34. Nf3 b5 35. Nd4+ Ke7 36. Nc6+ Ke6 37. Nxa5 c5 38. Nc6 Bb1 39. a3 Be4 40. b4 d4 41. Nxd4+ cxd4 42. cxd4 Kd5 43. Ke3 Bc2 44. Kf4 Bb3 45. Ke3 Ba2 46. Kf4 Kxd4 47. a4 bxa4 48. b5 Bd5 49. b6 a3 50. e6 a2 51. e7 a1=Q 52. e8=Q Qf1+ 53. Kg3 Qf3+ 0-1
 Classical ,Moaaz88,nindza1953,0-1,1669,1986,-4.0,4.0,C62,1500+0,Time forfeit,1. e4 Nc6 2. Bb5 Nd4 3. Be2 e5 4. Nf3 Nc6 5. Bb5 d6 6. Nc3 Nf6 7. b3 Bd7 8. Bb2 Be7 9. Bxc6 Bxc6 10. d3 O-O 11. Qe2 h6 12. O-O-O Re8 13. h4 d5 14. Nxe5 d4 15. Nb1 Bc5 0-1
 Classical ,EDF,shakyquen,0-1,1453,1801,-3.0,3.0,A00,600+0,Normal,1. e3 d5 2. b3 e5 3. Bb2 Bd6 4. Nf3 Nc6 5. d3 Nf6 6. g3 Bg4 7. Bg2 d4 8. exd4 exd4 9. Nbd2 Bb4 10. O-O h5 11. h3 Qd7 12. hxg4 hxg4 13. Nh2 Qf5 14. Ndf3 gxf3 15. Qxf3 Qh7 16. Qe2+ Ne7 0-1
 Classical ,tataro2,Alexandrs,0-1,1692,1840,-6.0,7.0,B23,900+0,Normal,1. e4 c5 2. Nc3 d6 3. Nf3 e5 4. Bc4 h6 5. d3 Bg4 6. Nd5 Nf6 7. h3 Bh5 8. g4 Nxd5 9. Bxd5 Bg6 10. h4 Nc6 11. h5 Bh7 12. Nh4 Qd7 13. Nf5 Nd4 14. Nxd4 cxd4 15. g5 Be7 16. g6 fxg6 17. Qf3 Rf8 18. Qg3 g5 19. Qh3 Qxh3 20. Rxh3 Bg8 21. Bxb7 Rb8 22. Bc6+ Kd8 23. Bd2 Rxb2 24. Ba5+ Kc8 25. Kd2 g4 26. Rh2 Bg5+ 27. Kd1 Bxa2 28. Bd2 Bxd2 29. Kxd2 Kc7 30. Bd5 Bxd5 31. Rxa7+ Bb7 32. Kc1 Rb6 33. Rg2 Rf4 34. f3 Ra6 35. Rxa6 Bxa6 36. fxg4 Bc8 37. g5 Rg4 38. Rxg4 Bxg4 39. gxh6 gxh6 40. Kd2 Kd7 41. c3 dxc3+ 42. Kxc3 Ke7 43. Kc4 Bxh5 44. Kd5 Bf7+ 45. Kc6 h5 46. d4 exd4 0-1
 Classical ,MauroMartins,RGoossen,0-1,1527,1884,-2.0,6.0,C02,1200+10,Normal,1. e4 d5 2. e5 c5 3. d4 e6 4. Bb5+ Bd7 5. Bxd7+ Qxd7 6. Nf3 Nc6 7. c3 Nge7 8. dxc5 Ng6 9. Nd4 Bxc5 10. Be3 Ngxe5 11. Nxc6 Qxc6 12. Bxc5 Qxc5 13. O-O O-O 14. Nd2 Qc6 15. Nf3 Nc4 16. Rb1 Rad8 17. Qd4 f6 18. Rfe1 e5 19. Qxa7 Ra8 20. Qxa8 Rxa8 21. a3 Nd6 22. Nh4 Qb5 23. Red1 Nc4 24. Nf5 Re8 25. h3 g6 26. Nh6+ Kf8 27. Ng4 Ke7 28. Ne3 Nxe3 29. fxe3 Ke6 30. Re1 f5 31. Kf2 Qd3 32. Red1 Qc2+ 33. Kg1 Ra8 34. Rdc1 Qd2 35. Re1 Ra4 36. Kf1 Qc2 37. Rec1 Qd3+ 38. Kf2 Qd2+ 39. Kf3 g5 40. Rd1 g4+ 41. hxg4 fxg4+ 42. Kg3 Qxe3+ 43. Kh2 g3+ 44. Kh3 Qh6+ 45. Kxg3 Qf4+ 46. Kh3 Qh4# 0-1
 Classical ,vladosik,GodSaveTheQuinn,0-1,1500,1993,-34.0,3.0,A01,1200+15,Normal,1. b3 d5 2. g3 e5 3. d4 Nc6 4. Nf3 Bd6 5. Ba3 Nf6 6. Bxd6 Qxd6 7. dxe5 Nxe5 8. Nxe5 Qxe5 9. f4 Qxa1 10. a4 O-O 11. Bg2 Bf5 12. h3 Rfe8 13. O-O Rad8 14. g4 Be4 15. g5 Bxg2 16. Kxg2 Ne4 17. Qd3 c5 18. Rd1 c4 19. bxc4 Qxa4 20. cxd5 Nc5 21. Qd4 Qxc2 22. Na3 Qxe2+ 23. Kg3 Re3+ 24. Kh4 g6 25. Nc4 Qh5# 0-1
 Classical ,Tot-Gabriel,JJCorredor,0-1,1516,1851,-3.0,4.0,B21,240+10,Normal,1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qc3 e6 5. a3 Nf6 6. f3 g6 7. Bg5 Bg7 8. Bb5 a6 9. Bxc6 bxc6 10. Ne2 O-O 11. O-O Qb6+ 12. Rf2 Nxe4 13. Be3 Bxc3 14. Bxb6 Nxf2 15. bxc3 Nd1 16. Nd2 Nb2 17. Rb1 Na4 18. Ba5 d5 19. Rb4 Nc5 20. Nd4 Bd7 21. Rb6 Rfb8 22. Nxc6 Rxb6 23. Bxb6 Bxc6 24. Bxc5 Rb8 25. c4 Rb2 26. cxd5 Bxd5 27. c4 Rxd2 28. cxd5 Rxd5 0-1
 Classical ,logroll,pam1776,0-1,1494,1921,-2.0,2.0,B20,600+5,Time forfeit,1. e4 c5 2. Bc4 e6 3. d4 cxd4 4. Qxd4 Nc6 5. Qd1 Nf6 6. Qf3 Bb4+ 7. c3 Bc5 8. b4 Be7 9. Be3 Ne5 10. Qe2 Nxe4 11. Bd4 Nxc4 12. Bxg7 Rg8 13. Qxc4 d5 14. Qd4 f6 15. f3 e5 16. Qe3 Nd6 17. Qh6 Nf5 18. Qh5+ Kd7 19. Qxf5+ Kc7 20. Qc2 Rxg7 21. g3 Be6 22. Nd2 Rc8 23. Rd1 Kb8 24. Ra1 Bxb4 25. Ne2 d4 26. O-O d3 27. Qd1 dxe2 28. Qxe2 Bxc3 29. Rad1 Qb6+ 0-1
 Classical ,piripinzilina,Applesauce136,0-1,1590,1814,-5.0,5.0,D02,600+0,Normal,1. d4 d5 2. Nf3 c5 3. e4 dxe4 4. Ne5 cxd4 5. Qh5 Be6 6. Bc4 Bxc4 7. Nxc4 Nf6 8. Qb5+ Nbd7 9. Qxb7 e6 10. Nba3 Be7 11. Nb5 O-O 12. Nc7 Rb8 13. Qxa7 Bc5 14. Qa5 Bb4+ 15. Qxb4 Rxb4 16. Bd2 Rxc4 0-1
 Classical ,diegonicola,zfab,0-1,1420,1909,-2.0,3.0,A45,600+5,Normal,1. d4 Nf6 2. f3 g6 3. c3 Bg7 4. a3 d6 5. e3 O-O 6. g4 e5 7. g5 Nh5 8. f4 exf4 9. Be2 Qxg5 10. exf4 Qh4+ 11. Kd2 Nxf4 12. Nf3 Qf6 13. Ke1 Nxe2 14. Qxe2 Nc6 15. Bg5 Qe6 16. d5 Qxe2+ 17. Kxe2 Ne5 18. Nxe5 Bxe5 19. Nd2 Bg4+ 20. Kd3 Rfe8 21. Rhg1 Bf5+ 22. Kc4 Bxh2 23. Rh1 Be5 24. Nb3 a6 25. Rh4 b5+ 26. Kb4 f6 27. Bd2 h5 28. c4 Bg4 29. cxb5 axb5 30. Bc3 Ra4+ 31. Kxb5 Bd7# 0-1
 Classical ,Talentoso,rutti,0-1,1645,1881,-5.0,5.0,C24,300+5,Normal,1. e4 e5 2. Bc4 Nf6 3. d3 Bc5 4. Nf3 Ng4 5. O-O O-O 6. h3 Nxf2 7. Rxf2 Bxf2+ 8. Kxf2 d6 9. c3 Be6 10. Bxe6 fxe6 11. Kg1 h6 12. Be3 Nd7 13. Nbd2 Rf7 14. Qe1 Qe7 15. Qh4 Nf6 16. Rf1 Raf8 17. g4 Nh7 18. Qxe7 Rxe7 19. Kg2 Ref7 20. Bxa7 b6 21. a4 Ra8 22. Bxb6 cxb6 23. b3 Rc7 24. c4 Rf7 25. d4 exd4 26. Nxd4 Rxf1 27. Kxf1 e5 28. Nf5 Rd8 29. Kf2 Ng5 30. Kg3 Ne6 31. b4 Kh7 32. h4 Rd7 33. a5 g6 34. Ne3 bxa5 35. bxa5 Ra7 36. Nb3 Nc5 37. Nxc5 dxc5 38. Nd5 Rxa5 39. h5 g5 40. Nf6+ Kg7 41. Ne8+ Kf7 42. Nd6+ Ke6 43. Nf5 Ra6 44. Nxh6 Kf6 45. Nf5 Ra4 46. h6 Kg6 47. Kf3 Rxc4 48. Ke3 Rc3+ 49. Kd2 Ra3 50. Kc2 Rf3 51. Kd2 Rf4 52. Ne7+ Kxh6 53. Nd5 Rxe4 54. Nf6 Ra4 55. Kc3 Kg6 56. Nd5 0-1
 Classical ,SoMuchBetter,sounder0,1/2-1/2,1628,1854,7.0,-7.0,C20,600+0,Normal,1. e4 e5 2. c3 d6 3. d4 exd4 4. cxd4 Be7 5. d5 Bf6 6. Nf3 Bg4 7. Be2 c6 8. Nc3 cxd5 9. Qxd5 Qd7 10. Bb5 Nc6 11. Bxc6 Qxc6 12. Bf4 Bxc3+ 13. bxc3 Qxd5 14. exd5 Bxf3 15. gxf3 Rd8 16. O-O-O Nf6 17. Rhe1+ Kd7 18. Bg5 Rde8 19. Bxf6 gxf6 20. Kd2 Rhg8 21. Rb1 Rxe1 22. Rxe1 Rg2 23. Rb1 Rxf2+ 24. Ke3 Rxa2 25. Rxb7+ Ke8 26. Kf4 a5 27. Kf5 Rxh2 28. Kxf6 Rf2 29. Kg7 Rxf3 30. Kxh7 Rh3+ 31. Kg7 Rg3+ 32. Kf6 Rf3+ 33. Kg5 a4 34. c4 Rc3 35. Rb4 a3 36. Ra4 Ke7 37. Kf5 f6 38. Ke4 Kf7 39. Kd4 Rf3 40. Ke4 Rc3 41. Kd4 Rf3 42. Ke4 Rh3 43. Kd4 Kg6 44. Ra6 Kf5 45. Rxd6 a2 46. Ra6 Rh2 47. d6 Ke6 48. c5 f5 49. Ke3 Kd5 50. Kf4 Rf2+ 51. Kg5 Kxc5 52. d7 Rd2 53. Kxf5 Rxd7 54. Rxa2 Rf7+ 55. Ke4 Re7+ 56. Kd3 Rd7+ 57. Ke4 Rd4+ 58. Kf5 Kd5 59. Kf6 Rf4+ 60. Ke7 Re4+ 61. Kf6 Rf4+ 62. Ke7 Rh4 63. Kf6 Rh6+ 64. Kf5 Rh1 65. Kf4 Kd4 66. Ra4+ Kd3 67. Ke5 Kc3 68. Rf4 Re1+ 69. Kf5 Kd3 70. Rf3+ Ke2 71. Rf4 Ke3 72. Kg4 Rg1+ 73. Kf5 Ke2 74. Ra4 Rf1+ 75. Ke4 Rf3 76. Rd4 Re3+ 77. Kd5 Rd3 78. Rxd3 Kxd3 1/2-1/2
 Classical ,Danolml,enroques,1/2-1/2,1549,1851,7.0,-37.0,D02,300+5,Normal,1. d4 d5 2. Nf3 Nc6 3. Nc3 e6 4. g3 Nf6 5. Bg5 Be7 6. Bxf6 Bxf6 7. Bg2 O-O 8. O-O e5 9. e3 e4 10. Nh4 Bxh4 11. gxh4 Bf5 12. f4 Qxh4 13. Nxd5 Bh3 14. Qe2 Bxg2 15. Qxg2 Rac8 16. c4 f5 17. b4 Ne7 18. Nc3 Rf6 19. Kh1 Rg6 20. Qf2 Qh3 21. Rg1 Rxg1+ 22. Rxg1 Rf8 23. Ne2 b6 24. Ng3 c5 25. dxc5 bxc5 26. bxc5 Rc8 27. a3 Rxc5 28. Rg2 Rxc4 29. Qa2 Qg4 30. Qxc4+ Kh8 31. Qf7 Qd1+ 32. Rg1 Qf3+ 33. Rg2 Qd1+ 34. Rg1 Qf3+ 35. Rg2 Qd1+ 36. Rg1 Qf3+ 37. Rg2 Qd1+ 38. Rg1 Qf3+ 39. Rg2 Qd1+ 40. Nf1 Qxf1+ 41. Rg1 Qf3+ 42. Rg2 Qd1+ 43. Rg1 Qf3+ 44. Rg2 Qf1+ 45. Rg1 Qf3+ 46. Rg2 Qf1+ 47. Rg1 Qf3+ 48. Rg2 Qf1+ 49. Rg1 Qf3+ 50. Rg2 Qf1+ 51. Rg1 Qf3+ 52. Rg2 Qf1+ 53. Rg1 Qf3+ 54. Rg2 Qf1+ 55. Rg1 Qf3+ 56. Rg2 Qf1+ 57. Rg1 Qf3+ 1/2-1/2
 Classical ,StudiousOne,VinChessUGM,0-1,1250,1933,-1.0,1.0,B21,300+8,Normal,1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 e6 6. b3 Bb4 7. Bd2 O-O 8. a3 Be7 9. b4 d5 10. O-O-O d4 11. Qd3 dxc3 12. Qxd8 Rxd8 13. Bxc3 Nxe4 14. Bd3 Nxc3 0-1
 Classical ,idrojo,Nunca,1/2-1/2,1652,1948,8.0,-8.0,C23,300+5,Normal,1. e4 e5 2. Bc4 c6 3. Nc3 a5 4. a4 h5 5. h4 Qf6 6. Nf3 d6 7. d3 Bg4 8. Bg5 Bxf3 9. gxf3 Qg6 10. Qd2 f6 11. Be3 Qg2 12. Rf1 Qxf3 13. Ne2 Ne7 14. Be6 d5 15. Ng1 Qg2 16. Bh3 Qg6 17. Nf3 d4 18. Rg1 dxe3 19. Qxe3 Qh6 20. Qb6 Qf4 21. Rg3 g5 22. Qxb7 g4 23. Qxa8 gxh3 24. Qxb8+ Kf7 25. Rxh3 Rg8 26. Qb3+ Ke8 27. Qb8+ Kf7 28. Qb3+ Ke8 29. Qb8+ Kf7 1/2-1/2
 Classical ,marco8700,nindza1953,0-1,1247,1990,-2.0,1.0,A00,1500+0,Normal,1. b4 e5 2. c3 d5 3. Qa4+ Bd7 4. Qb3 Nf6 5. e3 Bd6 6. Be2 O-O 7. Nf3 b6 8. h4 c5 9. Rh3 c4 10. Bxc4 dxc4 11. Qxc4 Bxh3 12. gxh3 Qd7 13. Ba3 Qxh3 14. Ng5 Qg2 15. b5 Bxa3 16. Nxa3 h6 17. Ne6 fxe6 18. Qxe6+ Kh8 19. Qe7 Nbd7 20. Nc4 Qg1+ 21. Ke2 Qxa1 22. Nxe5 Nxe5 23. Qxe5 Qxa2 24. Qc7 Rad8 25. f4 Rxd2+ 26. Kf3 Rf2+ 27. Kg3 Ne4+ 28. Kg4 Rg2+ 0-1
 Classical ,kopchess,Timothyvh,0-1,1560,1846,-9.0,6.0,C00,1200+0,Normal,1. e4 e6 2. Nc3 d5 3. e5 c5 4. d4 Nc6 5. Bb5 Bd7 6. Bxc6 Bxc6 7. Nce2 f6 8. c3 h6 9. Nf4 Bd7 10. Nf3 cxd4 11. cxd4 Qa5+ 12. Bd2 Bb4 13. a3 Bxd2+ 14. Qxd2 Qxd2+ 15. Nxd2 g5 16. Ng6 Rh7 17. exf6 Nxf6 18. O-O Ng4 19. Rac1 Rg7 20. Ne5 Nxe5 21. dxe5 Rc8 22. Rxc8+ Bxc8 23. Rc1 Bd7 24. Rc7 b5 25. Rxa7 Rf7 26. Ra8+ Ke7 27. Rb8 Rf5 28. Rh8 Rxe5 29. Rxh6 Re2 30. Nf1 Rxb2 31. Rh3 b4 32. axb4 Rb1 33. Rg3 Bb5 34. h3 Rxf1+ 35. Kh2 Rb1 36. Rxg5 Rxb4 0-1
 Classical ,Hugofan,tohaimr,0-1,1692,1894,-5.0,7.0,B20,1200+0,Normal,1. e4 c5 2. Bc4 Nc6 3. c3 h6 4. Qf3 Ne5 5. Qe2 Nxc4 6. Qxc4 e5 7. Nf3 d6 8. O-O Be6 9. Qb5+ Qd7 10. Qxd7+ Bxd7 11. d4 cxd4 12. cxd4 exd4 13. Nxd4 Nf6 14. Re1 Be7 15. Nc3 O-O 16. Nd5 Nxd5 17. exd5 Bf6 18. Nf3 Rac8 19. a3 Rc5 20. Rd1 Bg4 21. h3 Bxf3 22. gxf3 Rc2 23. Rb1 Re8 24. Kg2 Ree2 25. Rf1 Bxb2 26. Bxb2 Rxb2 27. Rxb2 Rxb2 28. Rd1 Rb3 29. a4 b6 30. Rd4 Kh7 31. Kg3 a5 32. Kg4 Rb4 0-1
 Classical ,user2kh,Doriangray74,1-0,1690,1803,15.0,-14.0,D06,300+6,Time forfeit,1. d4 d5 2. c4 h6 3. f4 Nf6 4. e3 a6 5. h3 Bf5 6. Nf3 Nc6 7. Nc3 e6 8. g4 Be4 9. cxd5 exd5 10. Bg2 Nb4 11. Nxe4 Nxe4 12. a3 Nc6 13. Nd2 Ng3 14. Rg1 Be7 15. Nf1 Bh4 16. Nxg3 Bxg3+ 17. Kf1 O-O 18. Qf3 Bh4 19. Qxd5 Qf6 20. Qf5 Qxf5 21. gxf5 Ne7 22. f6 Bxf6 23. Bxb7 Rab8 24. Bxa6 Nf5 25. Rb1 Nh4 26. Be2 Rfe8 27. b4 Nf5 28. Kf2 Nd6 29. Bd3 Nb5 30. a4 Nc3 31. Rb3 Nxa4 32. Bd2 Nb6 33. Bb5 Nd5 34. Bxe8 Rxe8 35. Rc1 Rc8 36. b5 Ne7 37. Ba5 Nd5 38. b6 Nxb6 39. Bxb6 1-0
